t,acc
33.78,-1
33.8,-2.5
33.82,-3.4
33.84,-4.1
33.86,-4.5
33.88,-6.5
33.9,-12
33.92,-11.7
33.94,-10.8
33.96,-9.8
33.98,-8.1
34,-7.6
34.02,-11
34.04,-13.8
34.06,-16.6
34.08,-14.4
34.1,-13
34.12,-11.1
34.14,-10.8
34.16,-9.8
34.18,-9.8
34.2,-6.3
34.22,-0.2
34.24,5.4
34.26,11
34.28,15.2
34.3,19.7
34.32,17
34.34,14
34.36,10.3
34.38,6.4
34.4,1
34.42,-6.7
34.44,-10.5
34.46,-12.2
34.48,-13.8
34.5,-16.6
34.52,-21.5
34.54,-26.9
34.56,-27.4
34.58,-21.7
34.6,-17.8
34.62,-11.6
34.64,-6.1
34.66,0
34.68,5.4
34.7,9.9
34.72,14.4
34.74,18.7
34.76,23.2
34.78,26.2
34.8,25.5
34.82,22.7
34.84,17.1
34.86,12.7
34.88,5.4
34.9,-4.7
34.92,-14.9
34.94,-21
34.96,-25.4
34.98,-25.2
35,-24.5
35.02,-22.6
35.04,-17.9
35.06,-13.6
35.08,-8.2
35.1,-1.4
35.12,4.4
35.14,8.9
35.16,9.7
35.18,10
35.2,10
35.22,10.4
35.24,13.6
35.26,12.1
35.28,10
35.3,7.2
35.32,1.9
35.34,-2.8
35.36,-8.3
35.38,-13.1
35.4,-19
35.42,-19.4
35.44,-13.9
35.46,-10
35.48,-4.4
35.5,-4.4
35.52,-4
35.54,-4.5
35.56,-4.9
35.58,-3.9
35.6,-2.1
35.62,-2.2
35.64,-1.6
35.66,-1.6
35.68,-1.2
35.7,-1.2
35.72,2.8
35.74,6.8
35.76,11.5
35.78,9.6
35.8,5.6
35.82,1.7
35.84,-3.1
35.86,-7.8
35.88,-9.2
35.9,-9.2
35.92,-9.5
35.94,-9.2
35.96,-8.6
35.98,-5.2
36,-2.2
36.02,1.4
36.04,3.8
36.06,3.4
36.08,3.4
36.1,2.9
36.12,4
36.14,5.4
36.16,6.7
36.18,8.5
36.2,8.7
36.22,7.7
36.24,7
36.26,6.1
36.28,7.5
36.3,8.7
36.32,10.2
36.34,11.1
36.36,9
36.38,7.5
36.4,5.3
36.42,6.2
36.44,7.9
36.46,9.7
36.48,11.8
36.5,13.5
36.52,10.5
36.54,7.7
36.56,4.4
36.58,1.2
36.6,-2.1
36.62,-4.2
36.64,-6.8
36.66,-8.7
36.68,-12
36.7,-15.9
36.72,-19.8
36.74,-23.3
36.76,-25.8
36.78,-27
36.8,-27.8
36.82,-28.7
36.84,-27.8
36.86,-27
36.88,-25.8
36.9,-25.1
36.92,-21.9
36.94,-17.3
36.96,-12.9
36.98,-10.9
37,-10.5
37.02,-9.5
37.04,-9.1
37.06,-7.2
37.08,-5.9
37.1,-4
37.12,-2.3
37.14,1.8
37.16,3.5
37.18,4.2
37.2,4.8
37.22,4.3
37.24,4.3
37.26,3.8
37.28,3.6
37.3,3.2
37.32,4.7
37.34,6.3
37.36,8.5
37.38,11
37.4,13.4
37.42,16
37.44,18.1
37.46,17.3
37.48,16.8
37.5,15.9
37.52,14.7
37.54,10.8
37.56,6.8
37.58,3.2
37.6,0.9
37.62,1.9
37.64,2.8
37.66,4
37.68,5.4
37.7,6.9
37.72,9.5
37.74,11.7
37.76,14.3
37.78,14.3
37.8,12.5
37.82,12.2
37.84,12.4
37.86,12.6
37.88,13
37.9,13.3
37.92,10.6
37.94,7.9
37.96,4.6
37.98,2
38,0.5
38.02,-1.1
38.04,-2.5
38.06,-1.1
38.08,1.8
38.1,4.3
38.12,7.6
38.14,10.3
38.16,13.3
38.18,10.1
38.2,6.2
38.22,1.8
38.24,-2.7
38.26,-8
38.28,-8.9
38.3,-5.4
38.32,-3
38.34,0.6
38.36,1.2
38.38,2.2
38.4,2.7
38.42,3.2
38.44,4.8
38.46,6.9
38.48,8.9
38.5,11.2
38.52,13.3
38.54,14
38.56,13.7
38.58,14
38.6,13.5
38.62,13.9
38.64,10.2
38.66,3
38.68,-3.2
38.7,-6.3
38.72,-8.5
38.74,-11.2
38.76,-15.7
38.78,-19.7
38.8,-18.8
38.82,-18.2
38.84,-17
38.86,-15.6
38.88,-14.2
38.9,-12.9
38.92,-12.5
38.94,-12
38.96,-11.6
38.98,-11.4
39,-10.6
39.02,-6.4
39.04,-2.1
39.06,0.2
39.08,-0.4
39.1,-0.4
39.12,-1.4
39.14,-1.9
39.16,-0.8
39.18,1.1
39.2,2.7
39.22,5
39.24,5.3
39.26,4.2
39.28,3
39.3,1.1
39.32,-0.5
39.34,-2.4
39.36,-2
39.38,-0.7
39.4,0.4
39.42,1.9
39.44,3.3
39.46,4.8
39.48,5.7
39.5,6.5
39.52,7.4
39.54,8.1
39.56,9.1
39.58,12.7
39.6,16.9
39.62,14.4
39.64,10.5
39.66,7
39.68,3.5
39.7,0.2
39.72,-3.2
39.74,-6.4
39.76,-9.5
39.78,-9.1
39.8,-8.3
39.82,-7.3
39.84,-5.1
39.86,-3
39.88,-0.4
39.9,3.3
39.92,5.2
39.94,4.4
39.96,4
39.98,3
40,2
40.02,1
40.04,0.1
40.06,-1
40.08,-1.4
40.1,0.2
40.12,1.6
40.14,3
40.16,2.3
40.18,1.6
40.2,1.6
40.22,2.6
40.24,3.2
40.26,4.5
40.28,4.6
40.3,2.1
40.32,-0.3
40.34,-3
40.36,-6
40.38,-8.7
40.4,-11.6
40.42,-10.7
40.44,-9.4
40.46,-7.8
40.48,-6.8
40.5,-6.3
40.52,-5.7
40.54,-5
40.56,-4.1
40.58,-3.3
40.6,-2.4
40.62,-1.4
40.64,-0.5
40.66,0.4
40.68,1.3
40.7,2.1
40.72,0.1
40.74,-1.8
40.76,-4
40.78,-6.4
40.8,-8.7
40.82,-11
40.84,-12.9
40.86,-15.1
40.88,-16.5
40.9,-17.4
40.92,-18.4
40.94,-19.4
40.96,-20.2
40.98,-21.3
41,-19.8
41.02,-17.3
41.04,-13.5
41.06,-6.5
41.08,-1.4
41.1,2
41.12,5.5
41.14,8.2
41.16,8.9
41.18,10.2
41.2,9.3
41.22,8
41.24,6.1
41.26,3.3
41.28,0.3
41.3,-2.4
41.32,-5.7
41.34,-4.5
41.36,-1.3
41.38,1.3
41.4,3.3
41.42,4.8
41.44,5.4
41.46,5.8
41.48,6.2
41.5,6.5
41.52,6.9
41.54,7.2
41.56,7.5
41.58,7.7
41.6,7.3
41.62,6.9
41.64,6.4
41.66,5.8
41.68,5.4
41.7,4.8
41.72,6.1
41.74,7.9
41.76,9.6
41.78,11.4
41.8,12.6
41.82,13.9
41.84,13.1
41.86,12.3
41.88,11.4
41.9,10.3
41.92,8.7
41.94,7.2
41.96,5.6
41.98,4
42,2.4
42.02,0.7
42.04,0.4
42.06,0.8
42.08,0.9
42.1,2.3
42.12,4.2
42.14,5.2
42.16,6.1
42.18,7.2
42.2,7.9
42.22,8.9
42.24,9.5
42.26,9.5
42.28,9.3
42.3,8.9
42.32,2.5
42.34,0
42.36,-0.5
42.38,-2
42.4,-2.4
42.42,-3.3
42.44,-4.8
42.46,-6.4
42.48,-8
42.5,-9.7
42.52,-11.4
42.54,-12.8
42.56,-10.6
42.58,-8.9
42.6,-6.6
42.62,-4.3
42.64,-1.9
42.66,-1.1
42.68,-0.9
42.7,-0.5
42.72,-0.4
42.74,0.5
42.76,1.4
42.78,2.4
42.8,3.5
42.82,4.3
42.84,4.4
42.86,3.9
42.88,1.3
42.9,-0.8
42.92,-3.6
42.94,-4.7
42.96,-5.5
42.98,-6.2
43,-6.8
43.02,-7.3
43.04,-8
43.06,-7.5
43.08,-6.4
43.1,-2.8
43.12,0.5
43.14,4.6
43.16,6.5
43.18,6
43.2,6
43.22,5.4
43.24,4.9
43.26,4.4
43.28,3.9
43.3,2.9
43.32,0
43.34,-2.6
43.36,-5.2
43.38,-4.2
43.4,-3.7
43.42,-2.5
43.44,-1.5
43.46,-0.2
43.48,0.2
43.5,0
43.52,-0.1
43.54,-0.4
43.56,-0.7
43.58,-0.6
43.6,-0.1
43.62,0.3
43.64,0.7
43.66,-0.1
43.68,-0.7
43.7,-1.5
43.72,-2.4
43.74,-2.9
43.76,-2.8
43.78,-2.8
43.8,-2.5
43.82,-2.4
43.84,-2.1
43.86,-2.7
43.88,-4.4
43.9,-5.8
43.92,-7.6
43.94,-8.4
43.96,-8.2
43.98,-8.3
44,-7.5
44.02,-5
44.04,-2.8
44.06,-0.2
44.08,1.8
44.1,1.8
44.12,2.1
44.14,2.1
44.16,2.1
44.18,3.1
44.2,4.3
44.22,4.9
44.24,4.9
44.26,4.9
44.28,4.8
44.3,4.7
44.32,5.2
44.34,6.7
44.36,7.9
44.38,9.5
44.4,9.7
44.42,9.6
44.44,9.6
44.46,9.3
44.48,9.1
44.5,8.9
44.52,8.7
44.54,8.4
44.56,8.2
44.58,8
44.6,7.7
44.62,6.2
44.64,4.7
44.66,3.5
44.68,3.6
44.7,3.4
44.72,3.5
44.74,3.6
44.76,3.2
44.78,1.9
44.8,1.5
44.82,1.4
44.84,1.2
44.86,1.2
44.88,1.1
44.9,0
44.92,-1
44.94,-2
44.96,-2.5
44.98,-2.9
45,-3.3
45.02,-3.7
45.04,-4.8
45.06,-6.3
45.08,-7.7
45.1,-9.2
45.12,-10.7
45.14,-12.2
45.16,-13.8
45.18,-14.3
45.2,-12
45.22,-10.3
45.24,-7.8
45.26,-6.7
45.28,-6.3
45.3,-5.8
45.32,-5.6
45.34,-5.3
45.36,-5
45.38,-4.8
45.4,-4.5
45.42,-4.2
45.44,-3.9
45.46,-3.1
45.48,-2.6
45.5,-1.1
45.52,1
45.54,3.1
45.56,4.6
45.58,4.8
45.6,5.4
45.62,5.5
45.64,6.3
45.66,8.4
45.68,10.1
45.7,8.4
45.72,7.1
45.74,5.3
45.76,3.3
45.78,2.8
45.8,2.9
45.82,2.8
45.84,2.7
45.86,1.2
45.88,-0.1
45.9,-1
45.92,-1.1
45.94,-1.6
45.96,-1.5
45.98,-3.1
46,-6.8
46.02,-9.9
46.04,-10.2
46.06,-10.5
46.08,-10.6
46.1,-9.9
46.12,-8.9
46.14,-7.9
46.16,-7.4
46.18,-7.2
46.2,-6.8
46.22,-6.7
46.24,-6.3
46.26,-4
46.28,-1.3
46.3,1.3
46.32,4.3
46.34,7.1
46.36,9.9
46.38,8.6
46.4,6.3
46.42,4.1
46.44,1.3
46.46,-1.4
46.48,-3.5
46.5,-3.7
46.52,-4.4
46.54,-4.6
46.56,-4.9
46.58,-5.1
46.6,-5.4
46.62,-5.6
46.64,-5.8
46.66,-4.6
46.68,-2.9
46.7,-1.3
46.72,0.7
46.74,1.7
46.76,1.9
46.78,2.5
46.8,2.5
46.82,3.5
46.84,5
46.86,6.4
46.88,8
46.9,9.4
46.92,9.7
46.94,10.2
46.96,10.5
46.98,10.8
47,11
47.02,10.4
47.04,9.9
47.06,9.3
47.08,8.6
47.1,7.9
47.12,7.2
47.14,6.3
47.16,5.5
47.18,4.6
47.2,3.8
47.22,3.1
47.24,2.7
47.26,2.1
47.28,1.7
47.3,1.2
47.32,0.7
47.34,0.3
47.36,0.8
47.38,1.3
47.4,1.9
47.42,2.2
47.44,0.9
47.46,-0.3
47.48,-1.7
47.5,-3.1
47.52,-4.7
47.54,-5.3
47.56,-4.8
47.58,-4.3
47.6,-3.8
47.62,-2.5
47.64,-0.9
47.66,0.7
47.68,1.7
47.7,2.2
47.72,3.5
47.74,6.1
47.76,8.3
47.78,11.2
47.8,10.7
47.82,8.7
47.84,7.1
47.86,4.7
47.88,2.7
47.9,0.4
47.92,-1.6
47.94,-2.4
47.96,-3.3
47.98,-4.6
48,-6.9
48.02,-8.4
48.04,-8.8
48.06,-9.3
48.08,-9.5
48.1,-9.7
48.12,-9.9
48.14,-10.1
48.16,-10.2
48.18,-9.8
48.2,-9.5
48.22,-9
48.24,-8.7
48.26,-8.9
48.28,-9.1
48.3,-9.3
48.32,-9.6
48.34,-9.7
48.36,-8.8
48.38,-8.1
48.4,-7.1
48.42,-6.8
48.44,-6.8
48.46,-6.7
48.48,-6.7
48.5,-6.6
48.52,-6.6
48.54,-6.4
48.56,-5.6
48.58,-5
48.6,-4.3
48.62,-3.4
48.64,-2.3
48.66,-1.3
48.68,-0.2
48.7,1
48.72,1.7
48.74,0.9
48.76,0.3
48.78,-0.5
48.8,-1.4
48.82,-0.7
48.84,0.6
48.86,1.6
48.88,1.3
48.9,1.2
48.92,0.8
48.94,0.5
48.96,0
48.98,0.2
49,0.9
49.02,1.4
49.04,2.1
49.06,2.2
49.08,1
49.1,0
49.12,-1.2
49.14,-2.4
49.16,-2.4
49.18,-1.9
49.2,-1.6
49.22,-1.8
49.24,-2.2
49.26,-2.7
49.28,-3
49.3,-2.6
49.32,-2.2
49.34,-2.2
49.36,-3.2
49.38,-4.1
49.4,-5.1
49.42,-4.6
49.44,-4.3
49.46,-3.8
49.48,-3.2
49.5,-2.6
49.52,-2
49.54,-1.9
49.56,-1.8
49.58,-1.5
49.6,1.3
49.62,4.1
49.64,6.7
49.66,7
49.68,7.6
49.7,7.8
49.72,8
49.74,8.1
49.76,8.4
49.78,7.8
49.8,6.1
49.82,4.8
49.84,3.1
49.86,2.9
49.88,3
49.9,3.2
49.92,3.5
49.94,3.7
49.96,2.4
49.98,0.7
50,-0.8
50.02,-2.8
50.04,-3.5
50.06,-2.2
50.08,-1.3
50.1,0.1
50.12,0.3
50.14,0.1
50.16,-0.1
50.18,-0.5
50.2,-0.8
50.22,-1.1
50.24,-1.5
50.26,-1.2
50.28,-0.8
50.3,-0.4
50.32,0.1
50.34,0.5
50.36,0.8
50.38,0.8
50.4,0.9
50.42,1
50.44,2.2
50.46,3.3
50.48,4.6
50.5,5.9
50.52,7.2
50.54,7.9
50.56,6.2
50.58,5
50.6,3.2
50.62,1.6
50.64,-0.4
50.66,0
50.68,3
50.7,5.2
50.72,8.7
50.74,8.2
50.76,3.1
50.78,-0.2
50.8,-6.2
50.82,-2.8
50.84,5.8
50.86,13
50.88,22.1
50.9,18.5
50.92,9.4
50.94,9.1
50.96,7.7
50.98,9
51,1.6
51.02,-8.4
51.04,-20
51.06,-14.8
51.08,-0.7
51.1,10.7
51.12,9.9
51.14,4.8
51.16,0.3
51.18,-6.9
51.2,-10.7
51.22,-1.5
51.24,6.9
51.26,13.8
51.28,6.7
51.3,2
51.32,3.5
51.34,9
51.36,8.6
51.38,5.2
51.4,2.4
51.42,1.6
51.44,1.3
51.46,-1.1
51.48,-3.4
51.5,-6.7
51.52,-5.4
51.54,-2
51.56,1.4
51.58,4.8
51.6,9.7
51.62,5.8
51.64,-4.8
51.66,-11.9
51.68,-9.5
51.7,-6
51.72,-2.4
51.74,3.2
51.76,3.8
51.78,1.4
51.8,-0.1
51.82,-0.7
51.84,0.6
51.86,1
51.88,2.4
51.9,1.3
51.92,0.4
51.94,-0.8
51.96,-2.7
51.98,-5.5
52,-8.4
52.02,-9.3
52.04,-6.1
52.06,-3.6
52.08,-0.2
52.1,3.3
52.12,3.7
52.14,-1.4
52.16,-4.5
52.18,-10.3
52.2,-7.7
52.22,-2.3
52.24,3.1
52.26,4.1
52.28,2.6
52.3,1.3
52.32,1.5
52.34,6.1
52.36,7.3
52.38,7.4
52.4,7.6
52.42,7.3
52.44,7.1
52.46,5.7
52.48,3.8
52.5,2.1
52.52,-0.2
52.54,-3.3
52.56,-6.4
52.58,-6.8
52.6,-5.1
52.62,-5.4
52.64,-5.4
52.66,-5.7
52.68,-3.3
52.7,0
52.72,3.3
52.74,7
52.76,9.6
52.78,8.5
52.8,8
52.82,6.8
52.84,7.5
52.86,7.7
52.88,8.5
52.9,6.1
52.92,3.7
52.94,0.7
52.96,-0.1
52.98,0.4
53,0.5
53.02,-1
53.04,-2.9
53.06,-4.6
53.08,-6.9
53.1,-6.5
53.12,-4.4
53.14,-2.8
53.16,-0.7
53.18,-2.3
53.2,-3.3
53.22,-5.1
53.24,-6
53.26,-5.6
53.28,-5.4
53.3,-5
53.32,-6.6
53.34,-9.1
53.36,-11.4
53.38,-14
53.4,-13.8
53.42,-14
53.44,-12.1
53.46,-9.6
53.48,-7.4
53.5,-4.6
53.52,-3.4
53.54,-4.2
53.56,-4.5
53.58,-5.5
53.6,-6.3
53.62,-7.2
53.64,-8
53.66,-7.3
53.68,-5.2
53.7,-3.7
53.72,-2.6
53.74,-1.4
