t,acc
33.8,14.1
33.82,6
33.84,-3
33.86,-9.6
33.88,-11.5
33.9,-10
33.92,-4.1
33.94,5.2
33.96,14.9
33.98,24
34,29.1
34.02,32.5
34.04,36.4
34.06,36.3
34.08,27.1
34.1,15.4
34.12,6.6
34.14,3.6
34.16,3.3
34.18,5
34.2,10
34.22,16.5
34.24,18
34.26,14.8
34.28,11.5
34.3,6.1
34.32,-2
34.34,-10.7
34.36,-19.8
34.38,-25.7
34.4,-19.3
34.42,-9.8
34.44,0.8
34.46,11.2
34.48,21
34.5,22.2
34.52,20.2
34.54,17.8
34.56,13
34.58,4.2
34.6,-5
34.62,-14.5
34.64,-19.1
34.66,-21.6
34.68,-22.1
34.7,-21.6
34.72,-19.7
34.74,-14
34.76,-7.2
34.78,0.4
34.8,8.8
34.82,16.9
34.84,25.9
34.86,29.7
34.88,25.2
34.9,19.7
34.92,12.3
34.94,2.6
34.96,-2.5
34.98,1.7
35,7.1
35.02,13.4
35.04,17.5
35.06,18.6
35.08,15.9
35.1,9.8
35.12,4.6
35.14,3.4
35.16,4
35.18,3.2
35.2,-1
35.22,-6.3
35.24,-10.3
35.26,-12
35.28,-11.8
35.3,-9.9
35.32,-0.3
35.34,11.5
35.36,24.6
35.38,31.5
35.4,27.8
35.42,23.6
35.44,19.8
35.46,16.2
35.48,9.4
35.5,0.7
35.52,-5.4
35.54,-3.8
35.56,-2
35.58,-1.4
35.6,-1
35.62,-1.3
35.64,-4.1
35.66,-7.7
35.68,-10.6
35.7,-10.7
35.72,-8.7
35.74,-1.6
35.76,6.1
35.78,9
35.8,9.7
35.82,9
35.84,8
35.86,2.2
35.88,-6.1
35.9,-13.9
35.92,-13.1
35.94,-9.7
35.96,-6.6
35.98,-3.4
36,-1.9
36.02,-4.6
36.04,-7.7
36.06,-10.1
36.08,-13.2
36.1,-18.2
36.12,-23.4
36.14,-24.4
36.16,-22.2
36.18,-19
36.2,-12.4
36.22,-5.8
36.24,-1.2
36.26,2.4
36.28,6.3
36.3,7.8
36.32,1.1
36.34,-7.7
36.36,-17.2
36.38,-26.7
36.4,-34.6
36.42,-37
36.44,-35.8
36.46,-33.5
36.48,-30.5
36.5,-24.9
36.52,-19
36.54,-12.4
36.56,-7.7
36.58,-5.4
36.6,-6.9
36.62,-12.4
36.64,-18.3
36.66,-22.7
36.68,-16.5
36.7,-8.2
36.72,2
36.74,6.6
36.76,2.8
36.78,-3
36.8,-3.3
36.82,1
36.84,5.8
36.86,9
36.88,10.5
36.9,9.9
36.92,8.1
36.94,5.1
36.96,2
36.98,-1
37,0.8
37.02,4
37.04,8.2
37.06,9.4
37.08,3.1
37.1,-5.4
37.12,-14.4
37.14,-22.3
37.16,-19.5
37.18,-13.3
37.2,-6.4
37.22,0.7
37.24,6.2
37.26,5.7
37.28,3.5
37.3,2.2
37.32,5.1
37.34,9.1
37.36,10.6
37.38,4.7
37.4,-2.7
37.42,-9.6
37.44,-9.5
37.46,-7.8
37.48,-5.6
37.5,-4.8
37.52,-4.2
37.54,-3.5
37.56,-0.3
37.58,2
37.6,2
37.62,1.5
37.64,1.2
37.66,5
37.68,10.2
37.7,15.5
37.72,15.4
37.74,13
37.76,10.1
37.78,7.3
37.8,6.1
37.82,3.6
37.84,0.1
37.86,-1.9
37.88,-3.2
37.9,-4.7
37.92,-4.6
37.94,-0.2
37.96,6.3
37.98,8.1
38,0.8
38.02,-7.2
38.04,-8.4
38.06,-6.5
38.08,-7
38.1,-8.7
38.12,-9.7
38.14,-8.8
38.16,-7.7
38.18,-6.3
38.2,-2.4
38.22,5
38.24,8.5
38.26,5.2
38.28,0.2
38.3,-1.6
38.32,1.3
38.34,4.3
38.36,7.4
38.38,5.3
38.4,1.4
38.42,-6
38.44,-11.4
38.46,-13.5
38.48,-14.3
38.5,-11
38.52,-5.9
38.54,-4.5
38.56,-8.8
38.58,-14.1
38.6,-17.1
38.62,-12.7
38.64,-7.1
38.66,-1.1
38.68,-2.6
38.7,-6.2
38.72,-11
38.74,-15.1
38.76,-20.1
38.78,-18.3
38.8,-10.6
38.82,-1.9
38.84,6.3
38.86,10.4
38.88,13
38.9,19.1
38.92,20
38.94,15.2
38.96,9.4
38.98,6
39,7.3
39.02,8.3
39.04,8.1
39.06,7.1
39.08,6.8
39.1,10
39.12,13.8
39.14,15.7
39.16,16.7
39.18,14.8
39.2,11.6
39.22,8.3
39.24,5
39.26,2.9
39.28,2.9
39.3,6.9
39.32,12.2
39.34,15.2
39.36,16
39.38,16.5
39.4,16.9
39.42,17.2
39.44,17.8
39.46,14.4
39.48,5.6
39.5,-0.2
39.52,-2.2
39.54,-4.4
39.56,-6.7
39.58,-8.3
39.6,-3.5
39.62,3.1
39.64,9.8
39.66,12.4
39.68,12.9
39.7,11.6
39.72,11.5
39.74,11.9
39.76,12
39.78,7.5
39.8,3.4
39.82,1.3
39.84,-0.9
39.86,-3.8
39.88,-6.7
39.9,-7
39.92,-5.3
39.94,-3.7
39.96,-2.6
39.98,-4.1
40,-7.8
40.02,-10.8
40.04,-11.7
40.06,-12.5
40.08,-11.2
40.1,-7.5
40.12,-3.8
40.14,0.4
40.16,2.8
40.18,3.7
40.2,2.7
40.22,0.1
40.24,-1.5
40.26,-2.3
40.28,-1.8
40.3,-0.3
40.32,1.3
40.34,2.7
40.36,2.7
40.38,1.8
40.4,2.2
40.42,5.4
40.44,9.1
40.46,11.9
40.48,13.9
40.5,15.8
40.52,16.9
40.54,16.9
40.56,15.5
40.58,14
40.6,12.3
40.62,10.9
40.64,10
40.66,9.4
40.68,11.3
40.7,14.8
40.72,17.2
40.74,18.2
40.76,16.2
40.78,12.2
40.8,10.3
40.82,10.4
40.84,10.5
40.86,8.9
40.88,6.9
40.9,4.7
40.92,2.9
40.94,1.6
40.96,1.9
40.98,5
41,8.5
41.02,6.1
41.04,0.7
41.06,-5.4
41.08,-9.6
41.1,-10.4
41.12,-11.1
41.14,-12.1
41.16,-13.2
41.18,-11.9
41.2,-8.2
41.22,-2.1
41.24,2.4
41.26,4
41.28,4.8
41.3,4.1
41.32,3.5
41.34,1.8
41.36,-1.5
41.38,-5.1
41.4,-8.9
41.42,-11.3
41.44,-12.4
41.46,-13.5
41.48,-14.2
41.5,-14.3
41.52,-14
41.54,-13.8
41.56,-13.5
41.58,-13.5
41.6,-14.7
41.62,-16.3
41.64,-17.5
41.66,-17.6
41.68,-11.2
41.7,-1.3
41.72,6.7
41.74,9.7
41.76,8.1
41.78,3.4
41.8,-1.9
41.82,-9.5
41.84,-16.2
41.86,-18.4
41.88,-19.3
41.9,-19.8
41.92,-20.4
41.94,-19.5
41.96,-19
41.98,-18.8
42,-18.8
42.02,-16.4
42.04,-11.1
42.06,-8.8
42.08,-9.5
42.1,-10.7
42.12,-11.4
42.14,-9.6
42.16,-7.1
42.18,-4.8
42.2,-3.2
42.22,-3
42.24,-5.2
42.26,-7.9
42.28,-8.5
42.3,-8
42.32,-3.9
42.34,0
42.36,1.4
42.38,1.8
42.4,0.5
42.42,-1.1
42.44,-3.8
42.46,-6.6
42.48,-9.6
42.5,-11.4
42.52,-9.8
42.54,-8.3
42.56,-7.1
42.58,-7.3
42.6,-9
42.62,-10
42.64,-7.7
42.66,-5.4
42.68,-4.2
42.7,-3.7
42.72,-6.7
42.74,-11.4
42.76,-14.8
42.78,-16.4
42.8,-14.9
42.82,-11
42.84,-9.2
42.86,-8.3
42.88,-6.9
42.9,-4
42.92,-0.2
42.94,0.5
42.96,-1.8
42.98,-4.7
43,-5.5
43.02,-3.1
43.04,-0.7
43.06,0.7
43.08,1.8
43.1,2.7
43.12,3.4
43.14,3
43.16,2.4
43.18,1.9
43.2,4.8
43.22,8.8
43.24,12.4
43.26,8
43.28,1.1
43.3,-6.1
43.32,-8.6
43.34,-9.2
43.36,-9.8
43.38,-11
43.4,-10.7
43.42,-6.6
43.44,-1.4
43.46,4
43.48,8.7
43.5,10.8
43.52,12.4
43.54,12.7
43.56,11.5
43.58,9.9
43.6,9.1
43.62,9.2
43.64,9.3
43.66,9.7
43.68,11
43.7,12.8
43.72,15.7
43.74,19
43.76,20.9
43.78,21.7
43.8,22.4
43.82,23.1
43.84,23.7
43.86,23.8
43.88,23.4
43.9,23.2
43.92,20.9
43.94,16.4
43.96,11.5
43.98,6.8
44,1.6
44.02,0.3
44.04,3.2
44.06,6.7
44.08,9.5
44.1,9.2
44.12,8.6
44.14,7.6
44.16,6.7
44.18,5.7
44.2,4.9
44.22,3.9
44.24,3
44.26,2.1
44.28,2.3
44.3,3.4
44.32,4.6
44.34,4.2
44.36,2.2
44.38,0.1
44.4,-1.9
44.42,-0.6
44.44,2.2
44.46,5.2
44.48,8.3
44.5,11.3
44.52,11.6
44.54,9.8
44.56,8.7
44.58,9.8
44.6,11.7
44.62,11.3
44.64,8.2
44.66,5.1
44.68,1.6
44.7,-0.7
44.72,-1.5
44.74,-2.9
44.76,-5.3
44.78,-7.8
44.8,-10.3
44.82,-11.5
44.84,-11.7
44.86,-9.3
44.88,-6.7
44.9,-5
44.92,-4.7
44.94,-5.2
44.96,-5.8
44.98,-5.4
45,-3.9
45.02,-1.7
45.04,1
45.06,3.5
45.08,6.2
45.1,7
45.12,5.3
45.14,3.5
45.16,2
45.18,2.6
45.2,3.5
45.22,4.6
45.24,4.4
45.26,3.8
45.28,3.1
45.3,3.9
45.32,5.4
45.34,7.1
45.36,8.7
45.38,10.4
45.4,12.2
45.42,13.5
45.44,11.7
45.46,9
45.48,6.1
45.5,3.2
45.52,0.3
45.54,-2.5
45.56,-4.1
45.58,-5.4
45.6,-6.7
45.62,-7.9
45.64,-8.3
45.66,-7.9
45.68,-7.5
45.7,-6.4
45.72,-4.9
45.74,-3.2
45.76,-1.8
45.78,-2.3
45.8,-3.2
45.82,-3.7
45.84,-3.3
45.86,-2.7
45.88,-2
45.9,-1.3
45.92,1.4
45.94,4.2
45.96,5.8
45.98,4.9
46,1.2
46.02,-3.7
46.04,-8.1
46.06,-10.1
46.08,-10.1
46.1,-7.9
46.12,-5.6
46.14,-3.1
46.16,-0.8
46.18,1.8
46.2,3.1
46.22,1.5
46.24,-1
46.26,-2.9
46.28,-2.8
46.3,-2.4
46.32,-1.8
46.34,-1.2
46.36,-0.8
46.38,-2.1
46.4,-3.8
46.42,-5.7
46.44,-6.8
46.46,-6.1
46.48,-4.9
46.5,-3.6
46.52,-2.4
46.54,-0.3
46.56,2.9
46.58,6.5
46.6,9.6
46.62,12.2
46.64,13.3
46.66,11.8
46.68,7.7
46.7,3.8
46.72,2.4
46.74,2.3
46.76,3.3
46.78,3.5
46.8,2.1
46.82,-0.3
46.84,-2.6
46.86,-3.9
46.88,-3.6
46.9,-2.8
46.92,-2.5
46.94,-2.2
46.96,-2.4
46.98,-2.9
47,-3.4
47.02,-3.6
47.04,-1.3
47.06,1.5
47.08,4.6
47.1,7.6
47.12,10.5
47.14,11.4
47.16,10.9
47.18,10.3
47.2,9.7
47.22,9
47.24,8.4
47.26,7.6
47.28,5.5
47.3,2.4
47.32,-0.3
47.34,-1.6
47.36,-2
47.38,-1.5
47.4,-0.9
47.42,-0.2
47.44,-0.4
47.46,-0.9
47.48,-1.6
47.5,-2.2
47.52,-2.7
47.54,-3
47.56,-3.5
47.58,-3.6
47.6,-2.9
47.62,-2.2
47.64,-1.3
47.66,1.4
47.68,5.9
47.7,9.3
47.72,10.7
47.74,9.8
47.76,7.6
47.78,5.5
47.8,3
47.82,2.8
47.84,5.8
47.86,9.3
47.88,12.8
47.9,15.3
47.92,15.8
47.94,13.1
47.96,10
47.98,6.9
48,5.2
48.02,3.5
48.04,2.1
48.06,0.5
48.08,0.4
48.1,1.4
48.12,2.6
48.14,3.8
48.16,3.4
48.18,2.2
48.2,1
48.22,-0.3
48.24,-1.6
48.26,-3
48.28,-3.7
48.3,-3.6
48.32,-3.6
48.34,-4.2
48.36,-5.1
48.38,-6
48.4,-6.3
48.42,-6.3
48.44,-6.5
48.46,-6.9
48.48,-7.2
48.5,-6.8
48.52,-6.2
48.54,-6.1
48.56,-7.7
48.58,-9.7
48.6,-11.9
48.62,-13.9
48.64,-14
48.66,-13.5
48.68,-12.5
48.7,-10.4
48.72,-9.4
48.74,-8.8
48.76,-8.3
48.78,-7.2
48.8,-5.7
48.82,-4.2
48.84,-4.1
48.86,-4.7
48.88,-5.4
48.9,-5.6
48.92,-4.2
48.94,-2.4
48.96,-0.5
48.98,0.6
49,1.2
49.02,1.7
49.04,2.4
49.06,3.2
49.08,2.4
49.1,-0.2
49.12,-2.9
49.14,-5.8
49.16,-6.5
49.18,-5.7
49.2,-4.7
49.22,-4.5
49.24,-5.8
49.26,-7
49.28,-8.5
49.3,-8.9
49.32,-7.9
49.34,-6.9
49.36,-5.7
49.38,-4.9
49.4,-5.2
49.42,-6
49.44,-6.8
49.46,-7.6
49.48,-7.2
49.5,-6.5
49.52,-5.6
49.54,-5.3
49.56,-5.8
49.58,-6.4
49.6,-6.3
49.62,-5.5
49.64,-4.6
49.66,-3.9
49.68,-4.5
49.7,-5.4
49.72,-6
49.74,-4.6
49.76,-2.7
49.78,-0.5
49.8,1.2
49.82,2.5
49.84,2.5
49.86,1
49.88,-0.3
49.9,-2.1
49.92,-2.1
49.94,-0.1
49.96,2.1
49.98,2.8
50,2.5
50.02,2
50.04,1.9
50.06,2.3
50.08,2.6
50.1,1.8
50.12,0.7
50.14,-0.7
50.16,-0.7
50.18,1.7
50.2,4.1
50.22,3.9
50.24,2.7
50.26,1.3
50.28,-0.2
50.3,-1.3
50.32,-1.1
50.34,-0.6
50.36,0.1
50.38,0.7
50.4,1.3
50.42,1
50.44,1.3
50.46,2
50.48,2.8
50.5,2.3
50.52,1.2
50.54,0.3
50.56,0.9
50.58,1.6
50.6,2.6
50.62,1.8
50.64,-0.5
50.66,-3
50.68,-5.6
50.7,-7.8
50.72,-8.7
50.74,-9.5
50.76,-9.3
50.78,-8.6
50.8,-7.8
50.82,-7.5
50.84,-8.1
50.86,-8.9
50.88,-9.7
50.9,-10.8
50.92,-12.4
50.94,-12.8
50.96,-12.9
50.98,-12.3
51,-9.6
51.02,-6.5
51.04,-3.8
51.06,-1.3
51.08,1.1
51.1,3.6
51.12,6
51.14,8.3
51.16,8.8
51.18,8.3
51.2,7.6
51.22,6.8
51.24,6.5
51.26,7.2
51.28,8.1
51.3,9.1
51.32,9.2
51.34,7.3
51.36,5
51.38,2.7
51.4,2.2
51.42,2.4
51.44,1.9
51.46,0.8
51.48,-0.3
51.5,-1.6
51.52,-2.7
51.54,-3.8
51.56,-3.8
51.58,-3.5
51.6,-3
51.62,-3.3
51.64,-3.2
51.66,-2.6
51.68,-1.9
51.7,-2.3
51.72,-3.1
51.74,-4
51.76,-5
51.78,-5.9
51.8,-6.1
51.82,-6
51.84,-4.8
51.86,-2.4
51.88,-1.8
51.9,-2.2
51.92,-3
51.94,-3
51.96,-1.7
51.98,0
52,1.6
52.02,3.5
52.04,4.4
52.06,4
52.08,3.3
52.1,3
52.12,3.8
52.14,4.7
52.16,4.9
52.18,4.5
52.2,4.3
52.22,4.9
52.24,5.8
52.26,5.8
52.28,4.2
52.3,2.3
52.32,0.2
52.34,-1.8
52.36,-2.9
52.38,-3.2
52.4,-3.8
52.42,-4.6
52.44,-5.8
52.46,-5.9
52.48,-5
52.5,-3.9
52.52,-2.9
52.54,-2.6
52.56,-2.4
52.58,-2.3
52.6,-2.2
52.62,-2
52.64,-1.9
52.66,-1.5
52.68,0.7
52.7,3.4
52.72,6.3
52.74,8.5
52.76,9.8
52.78,9.8
52.8,8.5
52.82,7.1
52.84,5.7
52.86,5.5
52.88,5.9
52.9,6.4
52.92,6.9
52.94,7.5
52.96,7.6
52.98,5.9
53,3.6
53.02,1.3
53.04,-0.6
53.06,-1.5
53.08,-0.8
53.1,1.3
53.12,5.1
53.14,8
53.16,9.7
53.18,9.5
53.2,8.1
53.22,6.3
53.24,5.9
53.26,7.7
53.28,9.6
53.3,11.9
53.32,13.5
53.34,14.5
53.36,15
53.38,13.9
53.4,12.3
53.42,10.7
53.44,9.1
53.46,7.4
53.48,5.6
53.5,3.7
53.52,1.9
53.54,0.1
53.56,-1.7
53.58,-2.3
53.6,-2.4
53.62,-2.4
53.64,-2.4
53.66,-2
53.68,-0.4
53.7,1.6
53.72,3.4
53.74,3.5
53.76,3.1
53.78,2.5
53.8,2.1
53.82,2.6
53.84,4.5
53.86,8.2
53.88,9.9
53.9,9.3
53.92,8.5
53.94,7.4
53.96,6.4
53.98,5.3
54,4.3
54.02,3.2
54.04,2.2
54.06,1.1
54.08,0.1
54.1,-1
54.12,-1.5
54.14,-1
54.16,-0.1
54.18,0.4
54.2,0
54.22,-0.6
54.24,-0.7
54.26,-0.1
54.28,0.6
54.3,1
54.32,0.5
54.34,0.2
54.36,-0.2
