t,acc
15.95,1.639
15.96,0.975
15.97,1.881
15.98,3.858
15.99,5.968
16,7.006
16.01,5.995
16.02,4.868
16.03,3.492
16.04,1.473
16.05,-1.424
16.06,-4.931
16.07,-8.312
16.08,-12.136
16.09,-12.081
16.1,-12.434
16.11,-13.316
16.12,-14.252
16.13,-14.536
16.14,-13.76
16.15,-12.111
16.16,-7.896
16.17,-7.08
16.18,-5.567
16.19,-2.852
16.2,0.859
16.21,4.648
16.22,7.333
16.23,8.115
16.24,2.833
16.25,1.684
16.26,1.398
16.27,1.105
16.28,-0.426
16.29,-4.078
16.3,-9.801
16.31,-16.45
16.32,-24.173
16.33,-19.531
16.34,-12.506
16.35,-5.12
16.36,0.625
16.37,3.381
16.38,2.787
16.39,-0.571
16.4,-14.442
16.41,-16.433
16.42,-16.166
16.43,-13.791
16.44,-9.821
16.45,-4.991
16.46,-0.1
16.47,4.114
16.48,7.783
16.49,5.553
16.5,2.138
16.51,-1.631
16.52,-4.743
16.53,-6.301
16.54,-5.88
16.55,-3.747
16.56,3.226
16.57,3.338
16.58,2.833
16.59,2.827
16.6,4.211
16.61,7.072
16.62,10.514
16.63,13.026
16.64,5.676
16.65,0.245
16.66,-3.882
16.67,-5.438
16.68,-4.301
16.69,-1.487
16.7,1.391
16.71,2.898
16.72,-2.652
16.73,-5.178
16.74,-6.771
16.75,-7.485
16.76,-7.799
16.77,-8.187
16.78,-8.751
16.79,-9.142
16.8,-4.714
16.81,-1.544
16.82,1.431
16.83,3.477
16.84,4.114
16.85,3.145
16.86,0.583
16.87,-3.396
16.88,-18.057
16.89,-20.23
16.9,-19.047
16.91,-14.074
16.92,-5.882
16.93,4.014
16.94,13.591
16.95,20.933
16.96,21.301
16.97,15.378
16.98,8.044
16.99,0.222
17,-7.395
17.01,-14.272
17.02,-19.884
17.03,-23.605
17.04,-17.152
17.05,-8.883
17.06,0.743
17.07,9.667
17.08,15.793
17.09,17.699
17.1,15.162
17.11,9.23
17.12,-9.78
17.13,-11.727
17.14,-11.023
17.15,-8.355
17.16,-4.659
17.17,-0.931
17.18,1.885
17.19,3.026
17.2,-4.468
17.21,-8.344
17.22,-11.423
17.23,-13.44
17.24,-14.711
17.25,-15.736
17.26,-16.632
17.27,-16.813
17.28,-3.61
17.29,5.198
17.3,13.493
17.31,19.017
17.32,20.284
17.33,17.08
17.34,10.387
17.35,1.847
17.36,-19.581
17.37,-21.931
17.38,-20.954
17.39,-16.692
17.4,-9.846
17.41,-1.791
17.42,5.78
17.43,11.443
17.44,15.557
17.45,15.324
17.46,15.265
17.47,14.922
17.48,13.442
17.49,10.26
17.5,5.646
17.51,0.747
17.52,-2.695
17.53,0.619
17.54,4.433
17.55,7.399
17.56,8.694
17.57,8.146
17.58,6.064
17.59,2.987
17.6,-5.167
17.61,-4.88
17.62,-2.429
17.63,1.419
17.64,5.056
17.65,6.648
17.66,5.087
17.67,0.711
17.68,-9.531
17.69,-6.995
17.7,-2.646
17.71,1.068
17.72,2.117
17.73,-0.016
17.74,-4.066
17.75,-7.612
17.76,2.917
17.77,12.48
17.78,21.284
17.79,26.496
17.8,26.111
17.81,19.601
17.82,8.212
17.83,-5.269
17.84,-25.994
17.85,-21.619
17.86,-14.019
17.87,-6.397
17.88,-1.39
17.89,-0.062
17.9,-1.717
17.91,-4.537
17.92,-5.561
17.93,-3.426
17.94,-1.716
17.95,-1.219
17.96,-2.019
17.97,-3.525
17.98,-4.749
17.99,-4.697
18,5.91
18.01,10.39
18.02,12.866
18.03,12.109
18.04,7.847
18.05,1.019
18.06,-6.451
18.07,-12.309
18.08,-9.023
18.09,-3.608
18.1,0.522
18.11,1.668
18.12,-0.553
18.13,-5.019
18.14,-9.531
18.15,-11.732
18.16,1.961
18.17,7.78
18.18,9.878
18.19,7.124
18.2,0.514
18.21,-7.128
18.22,-12.317
18.23,-12.467
18.24,10.245
18.25,14.818
18.26,13.161
18.27,5.613
18.28,-5.025
18.29,-14.651
18.3,-19.541
18.31,-17.823
18.32,10.892
18.33,17.026
18.34,17.259
18.35,11.79
18.36,2.594
18.37,-7.424
18.38,-15.559
18.39,-20.303
18.4,-23.197
18.41,-27.09
18.42,-33.698
18.43,-40.914
18.44,-45.339
18.45,-43.935
18.46,-35.77
18.47,-22.867
18.48,1.07
18.49,-3.733
18.5,-11.227
18.51,-16.205
18.52,-14.724
18.53,-6.122
18.54,6.596
18.55,18.16
18.56,9.466
18.57,-4.514
18.58,-16.269
18.59,-21.549
18.6,-19.021
18.61,-10.688
18.62,-0.867
18.63,5.824
18.64,-5.557
18.65,-10.325
18.66,-8.536
18.67,1.211
18.68,16.838
18.69,33.542
18.7,45.732
18.71,49.239
18.72,9.993
18.73,-7.834
18.74,-21.563
18.75,-29.522
18.76,-31.916
18.77,-30.241
18.78,-26.456
18.79,-22.229
18.8,-11.2
18.81,-5.933
18.82,1.344
18.83,10.173
18.84,18.852
18.85,24.782
18.86,25.324
18.87,18.894
18.88,-28.141
18.89,-40.251
18.9,-44.128
18.91,-38.811
18.92,-26.298
18.93,-10.947
18.94,2.067
18.95,8.676
18.96,-9.662
18.97,-17.212
18.98,-19.574
18.99,-16.194
19,-8.914
19.01,-0.788
19.02,5.513
19.03,8.894
19.04,12.628
19.05,16.092
19.06,20.158
19.07,22.904
19.08,22.521
19.09,18.293
19.1,11.058
19.11,2.951
19.12,-4.769
19.13,-0.154
19.14,5.451
19.15,9.621
19.16,10.602
19.17,7.876
19.18,2.204
19.19,-4.798
19.2,-16.873
19.21,-14.543
19.22,-8.821
19.23,-0.51
19.24,8.898
19.25,17.304
19.26,22.391
19.27,22.331
19.28,-5.051
19.29,-14.193
19.3,-17.749
19.31,-14.424
19.32,-5.454
19.33,5.84
19.34,15.448
19.35,20.399
19.36,10.908
19.37,7.514
19.38,6.224
19.39,5.528
19.4,2.986
19.41,-2.94
19.42,-11.454
19.43,-19.299
19.44,-4.02
19.45,13.086
19.46,28.123
19.47,35.169
19.48,31.172
19.49,17.412
19.5,-0.879
19.51,-16.571
19.52,-4.154
19.53,14.935
19.54,31.371
19.55,39.127
19.56,35.541
19.57,22.241
19.58,4.37
19.59,-11.526
19.6,-9.149
19.61,4.909
19.62,18.301
19.63,26.853
19.64,28.525
19.65,23.732
19.66,14.823
19.67,5.048
19.68,-6.657
19.69,-5.219
19.7,-5.172
19.71,-9.184
19.72,-18.089
19.73,-30.071
19.74,-41.042
19.75,-46.241
19.76,-10.748
19.77,7.937
19.78,20.842
19.79,24.257
19.8,17.709
19.81,3.809
19.82,-12.943
19.83,-27.726
19.84,-32.11
19.85,-20.958
19.86,-8.252
19.87,2.195
19.88,7.63
19.89,7.408
19.9,3.249
19.91,-1.563
19.92,3.424
19.93,8.928
19.94,11.169
19.95,7.805
19.96,-1.195
19.97,-13.607
19.98,-26.007
19.99,-35.202
20,-32.811
20.01,-25.06
20.02,-16.675
20.03,-9.027
20.04,-2.87
20.05,1.703
20.06,5.135
20.07,8.079
20.08,14.388
20.09,12.815
20.1,8.1
20.11,1.108
20.12,-5.844
20.13,-9.856
20.14,-8.892
20.15,-3.035
20.16,13.709
20.17,9.094
20.18,-0.339
20.19,-10.905
20.2,-18.551
20.21,-20.79
20.22,-17.788
20.23,-12.154
20.24,-11.859
20.25,-20.242
20.26,-28.98
20.27,-34.18
20.28,-32.93
20.29,-24.533
20.3,-11
20.31,3.451
20.32,9.688
20.33,-3.547
20.34,-18.623
20.35,-30.289
20.36,-35.207
20.37,-33.345
20.38,-27.672
20.39,-22.291
20.4,-21.79
20.41,-19.035
20.42,-9.943
20.43,5.084
20.44,22.513
20.45,37.123
20.46,44.192
20.47,41.351
20.48,-6.966
20.49,-21.43
20.5,-28.06
20.51,-25.246
20.52,-13.971
20.53,2.295
20.54,18.429
20.55,29.199
20.56,10.462
20.57,-3.705
20.58,-13.306
20.59,-15.181
20.6,-9.617
20.61,-0.035
20.62,8.694
20.63,12.464
20.64,-6.726
20.65,-11.739
20.66,-9.547
20.67,0.662
20.68,16.466
20.69,32.842
20.7,43.838
20.71,44.78
20.72,-7.359
20.73,-25.113
20.74,-32.829
20.75,-28.772
20.76,-15.677
20.77,0.624
20.78,13.896
20.79,20.242
20.8,11.756
20.81,12.741
20.82,18.708
20.83,27.041
20.84,33.222
20.85,32.896
20.86,23.759
20.87,6.517
20.88,-51.622
20.89,-56.826
20.9,-50.642
20.91,-34.576
20.92,-12.662
20.93,9.723
20.94,27.554
20.95,37.773
20.96,32.693
20.97,29.605
20.98,29.073
20.99,29.74
21,28.709
21.01,23.199
21.02,12.095
21.03,-3.386
21.04,-44.354
21.05,-48.233
21.06,-47.358
21.07,-43.787
21.08,-39.548
21.09,-35.707
21.1,-31.998
21.11,-27.12
21.12,4.96
21.13,18.774
21.14,29.641
21.15,34.763
21.16,32.928
21.17,25.069
21.18,13.874
21.19,2.656
21.2,-12.15
21.21,-11.451
21.22,-10.19
21.23,-9.626
21.24,-10.561
21.25,-13.243
21.26,-17.169
21.27,-20.848
21.28,-7.558
21.29,7.82
21.3,24.315
21.31,36.609
21.32,40.396
21.33,34.643
21.34,22.38
21.35,9.371
21.36,6.639
21.37,14.122
21.38,18.286
21.39,16.39
21.4,9.244
21.41,0.451
21.42,-5.8
21.43,-6.995
21.44,7.722
21.45,10.202
21.46,9.85
21.47,7.97
21.48,6.163
21.49,5.258
21.5,4.964
21.51,4.309
21.52,-4.252
21.53,-7.589
21.54,-10.233
21.55,-12.511
21.56,-15.088
21.57,-18.238
21.58,-21.327
21.59,-22.995
21.6,-13.569
21.61,-10.203
21.62,-10.4
21.63,-14.467
21.64,-20.41
21.65,-24.825
21.66,-24.724
21.67,-19.239
21.68,3.97
21.69,3.385
21.7,-2.851
21.71,-12.967
21.72,-24.707
21.73,-36.182
21.74,-45.967
21.75,-52.675
21.76,-39.936
21.77,-24.631
21.78,-8.411
21.79,4.14
21.8,9.569
21.81,7.128
21.82,-0.97
21.83,-10.811
21.84,-26.044
21.85,-28.474
21.86,-32.676
21.87,-38.455
21.88,-43.442
21.89,-44.285
21.9,-38.546
21.91,-26.256
21.92,13.691
21.93,14.058
21.94,5.746
21.95,-8.33
21.96,-23.438
21.97,-34.624
21.98,-38.28
21.99,-33.205
22,9.598
22.01,19.074
22.02,21.231
22.03,16.603
22.04,8.016
22.05,-0.686
22.06,-6.281
22.07,-7.42
22.08,2.631
22.09,4.33
22.1,4.477
22.11,3.991
22.12,3.59
22.13,3.208
22.14,2.156
22.15,-0.116
22.16,-5.279
22.17,-0.484
22.18,8.855
22.19,21.019
22.2,32.909
22.21,41.12
22.22,43.148
22.23,38.272
22.24,2.901
22.25,-4.669
22.26,-6.264
22.27,-2.373
22.28,4.597
22.29,11.247
22.3,14.47
22.31,12.526
22.32,-17.079
22.33,-27.992
22.34,-35.974
22.35,-39.549
22.36,-37.736
22.37,-30.278
22.38,-18.024
22.39,-3.106
22.4,28.804
22.41,30.133
22.42,28.561
22.43,26.566
22.44,25.753
22.45,25.976
22.46,25.539
22.47,22.383
22.48,-2.855
22.49,-8.083
22.5,-7.132
22.51,0.049
22.52,11.04
22.53,21.901
22.54,28.774
22.55,29.375
22.56,3.502
22.57,-4.924
22.58,-9.421
22.59,-9.748
22.6,-6.953
22.61,-2.745
22.62,1.137
22.63,3.369
22.64,-3.028
22.65,-7.071
22.66,-9.609
22.67,-9.306
22.68,-5.714
22.69,0.427
22.7,7.405
22.71,13.239
22.72,14.555
22.73,10.836
22.74,6.324
22.75,1.361
22.76,-3.796
22.77,-8.505
22.78,-11.549
22.79,-11.532
22.8,8.613
22.81,17.206
22.82,23.892
22.83,28.462
22.84,31.759
22.85,34.681
22.86,37.101
22.87,37.528
22.88,12.073
22.89,-1.359
22.9,-10.358
22.91,-10.889
22.92,-1.838
22.93,14.132
22.94,31.396
22.95,43.551
22.96,21.399
22.97,2.78
22.98,-12.383
22.99,-20.189
23,-20.05
23.01,-14.588
23.02,-8.181
23.03,-4.836
23.04,-17.365
23.05,-19.777
23.06,-16.613
23.07,-8.31
23.08,2.101
23.09,10.307
23.1,12.61
23.11,7.505
23.12,-29.352
23.13,-35.808
23.14,-35.315
23.15,-28.876
23.16,-19.505
23.17,-11.024
23.18,-6.601
23.19,-7.577
23.2,-26.186
23.21,-28.172
23.22,-25.636
23.23,-19.844
23.24,-13.265
23.25,-8.386
23.26,-6.625
23.27,-7.843
23.28,-13.91
23.29,-13.132
23.3,-12.103
23.31,-12.988
23.32,-17.658
23.33,-26.547
23.34,-37.991
23.35,-48.482
23.36,-40.298
23.37,-23.712
23.38,-6.285
23.39,7.196
23.4,13.918
23.41,13.953
23.42,9.648
23.43,3.931
23.44,-11.919
23.45,-19.156
23.46,-27.416
23.47,-34.565
23.48,-37.954
23.49,-35.92
23.5,-28.812
23.51,-18.964
23.52,-3.558
23.53,-8.319
23.54,-16.911
23.55,-27.099
23.56,-36.399
23.57,-42.663
23.58,-44.668
23.59,-42.586
23.6,-31.771
23.61,-33.296
23.62,-37.091
23.63,-40.257
23.64,-39.436
23.65,-32.447
23.66,-19.458
23.67,-3.117
23.68,25.702
23.69,20.629
23.7,9.843
23.71,-2.818
23.72,-13.127
23.73,-17.82
23.74,-15.601
23.75,-7.492
23.76,20.492
23.77,21.28
23.78,16.419
23.79,7.423
23.8,-3.434
23.81,-13.814
23.82,-21.762
23.83,-25.882
23.84,-11.607
23.85,-0.762
23.86,10.025
23.87,18.692
23.88,23.788
23.89,24.76
23.9,21.914
23.91,16.181
23.92,-4.08
23.93,-6.724
23.94,-5.689
23.95,-1.491
23.96,4.146
23.97,8.848
23.98,10.573
23.99,8.527
24,-7.451
24.01,-9.848
24.02,-9.406
24.03,-6.669
24.04,-2.468
24.05,2.516
24.06,7.816
24.07,12.982
24.08,22.351
24.09,23.193
24.1,24.222
24.11,26.513
24.12,30.423
24.13,35.191
24.14,39.102
24.15,40.151
24.16,16.534
24.17,2.27
24.18,-11.434
24.19,-21.646
24.2,-25.895
24.21,-23.085
24.22,-14.29
24.23,-2.917
24.24,2.456
24.25,-10.278
24.26,-24.25
24.27,-32.874
24.28,-31.295
24.29,-18.686
24.3,1.275
24.31,21.984
24.32,35.256
24.33,21.644
24.34,5.156
24.35,-9.672
24.36,-19.847
24.37,-24.397
24.38,-24.118
24.39,-20.945
24.4,-14.648
24.41,-16.167
24.42,-17.473
24.43,-16.198
24.44,-10.741
24.45,-1.356
24.46,9.603
24.47,18.592
24.48,15.702
24.49,11.254
24.5,12.016
24.51,20.312
24.52,35.014
24.53,51.773
24.54,64.72
24.55,68.817
24.56,21.655
24.57,-2.444
24.58,-23.053
24.59,-37.378
24.6,-44.594
24.61,-45.387
24.62,-41.222
24.63,-33.722
24.64,-5.127
24.65,2.69
24.66,8.356
24.67,11.586
24.68,12.358
24.69,10.732
24.7,6.737
24.71,0.504
24.72,-21.541
24.73,-22.997
24.74,-18.07
24.75,-6.872
24.76,8.063
24.77,22.279
24.78,30.906
24.79,30.635
24.8,-8.782
24.81,-17.518
24.82,-15.802
24.83,-2.948
24.84,18.086
24.85,41.965
24.86,63.054
24.87,77.373
24.88,77.781
24.89,70.287
24.9,61.447
24.91,50.986
24.92,38.178
24.93,22.957
24.94,6.653
24.95,-8.089
24.96,-16.894
24.97,-6.32
24.98,7.496
24.99,21.051
25,31.179
25.01,35.702
25.02,33.716
25.03,25.633
25.04,-14.54
25.05,-23.623
25.06,-26.86
25.07,-24.345
25.08,-18.124
25.09,-11.514
25.1,-7.787
25.11,-8.732
25.12,-23.621
25.13,-21.438
25.14,-12.723
25.15,0.207
25.16,12.669
25.17,19.469
25.18,17.18
25.19,5.846
25.2,-34.113
25.21,-30.827
25.22,-16.567
25.23,4.401
25.24,25.611
25.25,41.029
25.26,47.401
25.27,45.319
25.28,30.694
25.29,34.522
25.3,41.503
25.31,46.898
25.32,45.819
25.33,35.661
25.34,17.692
25.35,-2.956
25.36,-15.378
25.37,5.244
25.38,31.305
25.39,54.513
25.4,67.801
25.41,67.736
25.42,55.234
25.43,34.532
25.44,-25.469
25.45,-34.145
25.46,-36.19
25.47,-33.192
25.48,-27.873
25.49,-23.656
25.5,-23.747
25.51,-29.861
25.52,-65.24
25.53,-69.518
25.54,-65.949
25.55,-56.098
25.56,-43.699
25.57,-33.057
25.58,-27.602
25.59,-29.179
25.6,-71.202
25.61,-88.22
25.62,-98.06
25.63,-94.76
25.64,-74.755
25.65,-39.178
25.66,5.324
25.67,48.163
25.68,79.163
25.69,54.491
25.7,23.962
25.71,-4.068
25.72,-25.08
25.73,-39.266
25.74,-49.816
25.75,-59.767
25.76,-70.466
25.77,-52.506
25.78,-21.264
25.79,16.824
25.8,50.973
25.81,70.027
25.82,67.038
25.83,42.23
25.84,-75.713
25.85,-98.735
25.86,-108.949
25.87,-110.542
25.88,-108.725
25.89,-106.897
25.9,-105.613
25.91,-103.531
25.92,-86.527
25.93,-81.559
25.94,-79.111
25.95,-78.28
25.96,-76.74
25.97,-71.849
25.98,-61.731
25.99,-45.808
26,25.22
26.01,48.153
26.02,64.611
26.03,70.941
26.04,65.119
26.05,47.9
26.06,23.072
26.07,-3.476
26.08,-39.404
26.09,-28.824
26.1,-8.14
26.11,20.082
26.12,52.463
26.13,84.671
26.14,111.545
26.15,127.976
26.16,95.222
26.17,65.892
26.18,36.093
26.19,9.379
26.2,-13.638
26.21,-34.563
26.22,-55.306
26.23,-76.198
26.24,-113.219
26.25,-106.941
26.26,-90.792
26.27,-67.89
26.28,-42.35
26.29,-17.842
26.3,3.483
26.31,21.399
26.32,70.291
26.33,88.391
26.34,104.843
26.35,115.693
26.36,117.389
26.37,108.74
26.38,91.854
26.39,71.26
26.4,17.37
26.41,-3.856
26.42,-33.722
26.43,-72.581
26.44,-115.515
26.45,-153.922
26.46,-179.334
26.47,-187.372
26.48,-145.777
26.49,-134.581
26.5,-131.871
26.51,-135.907
26.52,-142.477
26.53,-147.182
26.54,-147.185
26.55,-141.904
26.56,-113.52
26.57,-108.742
26.58,-109.162
26.59,-114.296
26.6,-121.74
26.61,-127.205
26.62,-124.934
26.63,-108.694
26.64,54.974
26.65,134.267
26.66,205.669
26.67,254.191
26.68,269.803
26.69,251.576
26.7,208.318
26.71,154.918
26.72,46.149
26.73,28.309
26.74,8.495
26.75,-17.023
26.76,-45.809
26.77,-70.995
26.78,-85.2
26.79,-83.93
26.8,8.715
26.81,61.683
26.82,120.495
26.83,178.992
26.84,228.606
26.85,261.011
26.86,272.089
26.87,264.612
26.88,223.805
26.89,224.394
26.9,226.907
26.91,222.92
26.92,207.213
26.93,180.681
26.94,149.325
26.95,120.307
26.96,67.049
26.97,51.132
26.98,32.278
26.99,12.181
27,-6.135
27.01,-20.526
27.02,-30.838
27.03,-38.365
27.04,-53.212
27.05,-55.529
27.06,-57.206
27.07,-59.495
27.08,-63.142
27.09,-67.783
27.1,-72.474
27.11,-76.96
27.12,-98.745
27.13,-103.175
27.14,-93.536
27.15,-60.175
27.16,0.403
27.17,80.996
27.18,164.073
27.19,227.814
27.2,194.619
27.21,133.446
27.22,76.174
27.23,34.609
27.24,10.953
27.25,0.064
27.26,-5.49
27.27,-10.985
27.28,-32.133
27.29,-38.134
27.3,-44.413
27.31,-51.83
27.32,-60.214
27.33,-68.468
27.34,-75.439
27.35,-80.701
27.36,-90.07
27.37,-90.989
27.38,-89.541
27.39,-85.082
27.4,-77.567
27.41,-67.432
27.42,-55.298
27.43,-41.844
27.44,-2.536
27.45,7.418
27.46,15.961
27.47,24.536
27.48,34.733
27.49,47.249
27.5,61.217
27.51,74.342
27.52,84.732
27.53,76.505
27.54,65.029
27.55,53.001
27.56,42.88
27.57,36.274
27.58,33.494
27.59,33.41
27.6,26.689
27.61,17.705
27.62,6.903
27.63,-3.242
27.64,-11.028
27.65,-16.581
27.66,-21.767
27.67,-28.942
27.68,-62.847
27.69,-69.317
27.7,-68.72
27.71,-61.307
27.72,-49.759
27.73,-37.868
27.74,-28.82
27.75,-23.993
27.76,-23.521
27.77,-21.981
27.78,-18.025
27.79,-11.528
27.8,-2.561
27.81,8.675
27.82,21.612
27.83,35.016
27.84,58.355
27.85,55.641
27.86,48.05
27.87,37.432
27.88,25.774
27.89,14.438
27.9,3.863
27.91,-6.148
27.92,-32.657
27.93,-38.209
27.94,-41.203
27.95,-42.073
27.96,-41.881
27.97,-41.766
27.98,-42.393
27.99,-43.753
28,-49.217
28.01,-52.362
28.02,-57.525
28.03,-65.208
28.04,-75.16
28.05,-86.428
28.06,-97.697
28.07,-107.688
28.08,-121.906
28.09,-120.738
28.1,-117.618
28.11,-113.903
28.12,-110.792
28.13,-108.376
28.14,-104.866
28.15,-96.682
28.16,-13.162
28.17,30.303
28.18,71.09
28.19,101.673
28.2,117.706
28.21,119.478
28.22,111.178
28.23,98.476
28.24,67.052
28.25,59.944
28.26,54.109
28.27,50.328
28.28,49.179
28.29,49.845
28.3,49.885
28.31,46.319
28.32,7.855
28.33,-6.725
28.34,-18.048
28.35,-26.159
28.36,-32.685
28.37,-39.483
28.38,-47.503
28.39,-56.597
28.4,-85.924
28.41,-95.987
28.42,-104.974
28.43,-110.811
28.44,-111.448
28.45,-106.162
28.46,-96.196
28.47,-84.172
28.48,-52.897
28.49,-42.746
28.5,-31.626
28.51,-21.166
28.52,-14.395
28.53,-14.035
28.54,-20.713
28.55,-32.283
28.56,-55.621
28.57,-50.32
28.58,-38.19
28.59,-20.826
28.6,-0.227
28.61,21.271
28.62,40.966
28.63,56.163
28.64,66.823
28.65,65.719
28.66,68.062
28.67,75.472
28.68,86.945
28.69,99.421
28.7,109.278
28.71,113.883
28.72,95.563
28.73,83.729
28.74,71.743
28.75,60.782
28.76,51.766
28.77,45.251
28.78,41.163
28.79,38.63
28.8,27.012
28.81,20.38
28.82,14.34
28.83,10.869
28.84,11.253
28.85,15.461
28.86,22.138
28.87,29.193
28.88,38.162
28.89,37.849
28.9,38.531
28.91,41.754
28.92,47.995
28.93,56.389
28.94,65.072
28.95,72.012
28.96,76.518
28.97,75.993
28.98,76.316
28.99,76.934
29,76.096
29.01,71.834
29.02,63.179
29.03,50.895
29.04,17.024
29.05,13.12
29.06,12.573
29.07,13.456
29.08,13.951
29.09,13.194
29.1,11.598
29.11,10.606
29.12,26.634
29.13,39.129
29.14,52.652
29.15,64.694
29.16,73.216
29.17,77.313
29.18,77.341
29.19,74.435
29.2,56.222
29.21,47.024
29.22,36.374
29.23,25.394
29.24,15.704
29.25,8.604
29.26,4.343
29.27,1.973
29.28,-7.543
29.29,-12.672
29.3,-17.498
29.31,-21.33
29.32,-24.238
29.33,-26.941
29.34,-30.322
29.35,-34.947
29.36,-55.823
29.37,-64.201
29.38,-72.745
29.39,-80.816
29.4,-87.448
29.41,-91.563
29.42,-92.343
29.43,-89.561
29.44,-66.877
29.45,-58.519
29.46,-51.689
29.47,-47.026
29.48,-44.456
29.49,-42.939
29.5,-40.452
29.51,-34.425
29.52,19.02
29.53,43.804
29.54,65.231
29.55,79.077
29.56,83.335
29.57,79.043
29.58,69.845
29.59,60.422
29.6,55.384
29.61,57.465
29.62,56.265
29.63,50.078
29.64,39.49
29.65,26.933
29.66,15.43
29.67,7.219
29.68,1.747
29.69,1.544
29.7,0.316
29.71,-1.798
29.72,-4.128
29.73,-6.059
29.74,-7.458
29.75,-8.765
29.76,-18.63
29.77,-24.113
29.78,-29.37
29.79,-33.234
29.8,-34.897
29.81,-34.241
29.82,-31.894
29.83,-29.005
29.84,-27.466
29.85,-30.068
29.86,-33.03
29.87,-35.22
29.88,-35.843
29.89,-34.823
29.9,-32.909
29.91,-31.413
29.92,-37.729
29.93,-40.999
29.94,-41.448
29.95,-37.496
29.96,-29.248
29.97,-18.721
29.98,-9.096
29.99,-3.3
30,-10.913
30.01,-14.173
30.02,-14.099
30.03,-11.107
30.04,-7.467
30.05,-5.998
30.06,-8.492
30.07,-14.714
30.08,-31.204
30.09,-28.911
30.1,-22.884
30.11,-15.151
30.12,-7.731
30.13,-1.821
30.14,2.406
30.15,5.447
30.16,11.521
30.17,12.159
30.18,11.453
30.19,9.091
30.2,4.914
30.21,-1.021
30.22,-8.295
30.23,-16.012
30.24,-28.992
30.25,-27.55
30.26,-24.351
30.27,-21.256
30.28,-20.009
30.29,-21.478
30.3,-25.255
30.31,-29.811
30.32,-30.427
30.33,-24.727
30.34,-18.546
30.35,-14.533
30.36,-14.805
30.37,-19.993
30.38,-28.825
30.39,-38.559
30.4,-48.436
30.41,-44.596
30.42,-40.236
30.43,-36.982
30.44,-34.917
30.45,-32.649
30.46,-28.224
30.47,-20.253
30.48,21.634
30.49,37.451
30.5,52.438
30.51,65.911
30.52,77.119
30.53,85.255
30.54,89.81
30.55,90.97
30.56,85.139
30.57,83.431
30.58,81.972
30.59,80.101
30.6,77.195
30.61,72.853
30.62,66.817
30.63,58.826
30.64,22.862
30.65,9.188
30.66,-3.169
30.67,-13.214
30.68,-20.657
30.69,-25.695
30.7,-28.454
30.71,-28.529
30.72,-6.397
30.73,6.306
30.74,17.525
30.75,24.362
30.76,25.366
30.77,21.211
30.78,14.38
30.79,8.028
30.8,9.42
30.81,15.541
30.82,22.144
30.83,28.199
30.84,33.278
30.85,37.279
30.86,40.075
30.87,41.359
30.88,33.225
30.89,26.769
30.9,19.086
30.91,10.532
30.92,1.35
30.93,-8.167
30.94,-17.48
30.95,-25.741
30.96,-35.754
30.97,-33.445
30.98,-29.364
30.99,-24.661
31,-20.478
31.01,-17.781
31.02,-17.25
31.03,-19.135
31.04,-32.849
31.05,-35.766
31.06,-36.086
31.07,-33.978
31.08,-30.503
31.09,-27.065
31.1,-24.709
31.11,-23.66
31.12,-21.146
31.13,-17.816
31.14,-12.587
31.15,-5.48
31.16,3.153
31.17,12.397
31.18,20.67
31.19,26.062
31.2,19
31.21,15.194
31.22,16.122
31.23,23.405
31.24,35.865
31.25,49.796
31.26,60.469
31.27,64.141
31.28,34.723
31.29,22.681
31.3,15.99
31.31,16.473
31.32,23.938
31.33,36.513
31.34,51.299
31.35,65.122
31.36,79.07
31.37,73.432
31.38,65.007
31.39,55.962
31.4,48.11
31.41,42.534
31.42,39.566
31.43,38.986
31.44,45.458
31.45,47.48
31.46,47.682
31.47,45.144
31.48,39.402
31.49,30.633
31.5,19.636
31.51,7.634
31.52,-20.691
31.53,-23.712
31.54,-22.58
31.55,-17.904
31.56,-11.386
31.57,-5.623
31.58,-3.404
31.59,-6.711
31.6,-43.774
31.61,-56.426
31.62,-64.954
31.63,-68.719
31.64,-68.393
31.65,-65.126
31.66,-59.693
31.67,-52.155
31.68,-15.68
31.69,-1.793
31.7,9.748
31.71,17.118
31.72,19.455
31.73,17.061
31.74,11.24
31.75,3.949
31.76,-4.616
31.77,2.503
31.78,14.833
31.79,30.286
31.8,45.555
31.81,56.991
31.82,61.717
31.83,58.533
31.84,16.742
31.85,1.531
31.86,-10.563
31.87,-19.034
31.88,-24.424
31.89,-27.749
31.9,-29.882
31.91,-31.15
31.92,-26.384
31.93,-21.466
31.94,-16.248
31.95,-12.441
31.96,-11.619
31.97,-14.497
31.98,-20.432
31.99,-27.405
32,-27.364
32.01,-15.613
32.02,-0.049
32.03,15.718
32.04,27.875
32.05,33.748
32.06,32.782
32.07,26.756
32.08,13.185
32.09,18.498
32.1,28.256
32.11,39.572
32.12,49.088
32.13,54.093
32.14,53.279
32.15,46.966
32.16,14.056
32.17,5.396
32.18,-0.097
32.19,-2.337
32.2,-1.656
32.21,1.507
32.22,6.738
32.23,13.56
32.24,34.81
32.25,38.245
32.26,38.43
32.27,35.5
32.28,30.358
32.29,24.433
32.3,19.285
32.31,16.195
32.32,21.369
32.33,24.523
32.34,25.589
32.35,23.418
32.36,17.984
32.37,10.446
32.38,2.656
32.39,-3.67
32.4,-10.746
